Area Name,Area ID,Park Name,Park ID,Squirrel ID,Primary Fur Color,Location,Activities,Interactions with Humans,Other Notes or Observations
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-01,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-02,Gray,Ground Plane,Foraging,Indifferent,Looks skinny
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-03,Gray,Ground Plane,"Eating, Digging something",Indifferent,N/A
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-04,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-05,Gray,Ground Plane,"Running, Eating",Indifferent,She left food
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-06,Gray,Ground Plane,Climbing,Indifferent,N/A
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-07,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-08,Black,Above Ground,Climbing,Runs From,N/A
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-09,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-10,Gray,Ground Plane,"Eating, Digging",Indifferent,N/A
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-11,Gray,Ground Plane,"Eating, Digging",Indifferent,was intimidated by a dog
UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-12,Gray,Ground Plane,Running,Runs From,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-01,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-02,Gray,Above Ground,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-03,Gray,Ground Plane,Foraging,N/A,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-04,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-05,Gray,Ground Plane,Running,Runs From,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-06,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-07,Gray,Ground Plane,N/A,Runs From,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-08,Gray,Ground Plane,"Foraging, Nesting/gathering leaves",Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-09,Gray,Ground Plane,Chasing,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-10,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-11,Gray,Ground Plane,Eating,Runs From,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-12,Gray,Above Ground,Climbing,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-13,Gray,Above Ground,Sleeping,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-14,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-15,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-16,Gray,Above Ground,Eating,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-17,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-18,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-19,Gray,Above Ground,Climbing,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-20,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-21,Gray,Ground Plane,Foraging,Runs From,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-22,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-23,Gray,Above Ground,Eating,Indifferent,N/A
UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-24,Cinnamon,Above Ground,Sitting,Indifferent,N/A
UPPER MANHATTAN,A,Highbridge Park,3,A-03-01,Gray,Above Ground,"Chasing, Climbing",Watches us from tree,#1 and #2 chasing each other
UPPER MANHATTAN,A,Highbridge Park,3,A-03-02,Gray,Above Ground,"Chasing, Climbing, Eating",Runs From,#1 and #2 chasing each other
UPPER MANHATTAN,A,Highbridge Park,3,A-03-03,Gray,Above Ground,Running,N/A,N/A
UPPER MANHATTAN,A,Highbridge Park,3,A-03-04,Gray,Above Ground,Climbing,N/A,N/A
UPPER MANHATTAN,A,Highbridge Park,3,A-03-05,Gray,Ground Plane,Running,Runs From,"#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground"
UPPER MANHATTAN,A,Highbridge Park,3,A-03-06,Gray,Above Ground,Running,"Runs From, watchful","#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground"
UPPER MANHATTAN,A,Highbridge Park,3,A-03-07,Gray,Above Ground,Running,Runs From,"#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground"
UPPER MANHATTAN,A,Highbridge Park,3,A-03-08,Gray,Above Ground,"Running, Chasing, Climbing",Runs From,"#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!"
UPPER MANHATTAN,A,Highbridge Park,3,A-03-09,Gray,Above Ground,N/A,N/A,"#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!"
UPPER MANHATTAN,A,Highbridge Park,3,A-03-10,Gray,Ground Plane,"Climbing, Foraging",Watching us from tree - very interested in us,"Lots of garbage, near #8 & #9"
UPPER MANHATTAN,A,Highbridge Park,3,A-03-11,Gray,Above Ground,Vocalization at us,"Approaches, watching us",N/A
UPPER MANHATTAN,A,Highbridge Park,3,A-03-12,Gray,Ground Plane,"Running, Foraging",Runs From,N/A
UPPER MANHATTAN,A,Highbridge Park,3,A-03-13,Gray,Ground Plane,Running,N/A,N/A
UPPER MANHATTAN,A,Highbridge Park,3,A-03-14,Gray,Ground Plane,"Running, Eating","Runs From, watches us in short tree",Loud sparrows in tree
UPPER MANHATTAN,A,Highbridge Park,3,A-03-15,Gray,Above Ground,Jumped to building,N/A,N/A
UPPER MANHATTAN,A,Highbridge Park,3,A-03-16,Gray,Ground Plane,"Eating, Foraging",Indifferent,N/A
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-01,Gray,Above Ground,Climbing,Indifferent,Jumping between
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-02,Black,Ground Plane,Foraging,Indifferent,Chasing #3
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-03,Gray,Ground Plane,Eating,Indifferent,Being chased by #2
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-04,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-05,Gray,Ground Plane,"Climbing, Eating",Indifferent,N/A
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-06,Gray,Above Ground,"Chasing, Climbing",Indifferent,N/A
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-07,Gray,Above Ground,"Chasing, Climbing",Indifferent,N/A
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-08,Gray,Ground Plane,Running,Runs From,N/A
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-09,Gray,Ground Plane,Foraging,Indifferent,Wooded area
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-10,Gray,Ground Plane,Foraging,Indifferent,Wooded area
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-11,Black,Ground Plane,Foraging,Indifferent,Wooded area
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-12,Gray,Ground Plane,Foraging,Indifferent,Wooded area - would look but not fully approach
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-13,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-14,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-15,Gray,Ground Plane,Foraging,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-01,Gray,Ground Plane,"Running, up tree",Runs From,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-02,Gray,Ground Plane,"Running, up tree",Runs From,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-03,Gray,Ground Plane,"Running, up tree",Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-04,Gray,Ground Plane,Chasing,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-05,Gray,Ground Plane,Chasing,N/A,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-06,Gray,Above Ground,Sitting on branch,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-07,Gray,Ground Plane,"Running, up tree",Indifferent,Forever wild section
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-08,Gray,Ground Plane,Eating,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-09,Gray,Ground Plane,Eating,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-10,Gray,Ground Plane,Eating,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-11,Gray,Ground Plane,Eating,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-12,Gray,Ground Plane,Eating,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-13,Gray,Ground Plane,Eating,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-14,Gray,Ground Plane,Eating,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-15,Gray,Ground Plane,Chasing,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-16,Gray,Ground Plane,Chasing,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-17,Gray,Ground Plane,Eating,Okay with people,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-18,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-19,Gray,Above Ground,Running,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-20,Gray,Ground Plane,Running,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-21,Gray,Ground Plane,N/A,Indifferent,N/A
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),5,A-05-22,Gray,Ground Plane,Chasing,N/A,N/A
